county,state,year,fat_amount
Saline,KS,2014,385
Marion,OH,2014,355
Chelan,WA,2014,460
Mifflin,PA,2014,425
Shelby,IN,2014,385
Angelina,TX,2014,330
Craven,NC,2014,345
Lauderdale,MS,2014,265
Portage,WI,2014,355
Howell,MO,2014,350
Bedford,VA,2014,385
Forsyth,GA,2014,565
Putnam,NY,2014,400
Goodhue,MN,2014,445
Chenango,NY,2014,350
Dougherty,GA,2014,315
Lincoln,ME,2014,355
Saline,AR,2014,410
St. Johns,FL,2014,490
Wabash,IN,2014,300
Steuben,NY,2014,390
Hendricks,IN,2014,450
Montgomery,NC,2014,290
Pope,AR,2014,295
Midland,MI,2014,325
Kendall,IL,2014,415
Jackson,AL,2014,345
Cape May,NJ,2014,335
Steele,MN,2014,295
Huntington,IN,2014,340
Somerset,ME,2014,360
Cherokee,TX,2014,295
Columbia,NY,2014,350
Tuolumne,CA,2014,275
Montgomery,TN,2014,355
Hampton City,VA,2014,325
Sanilac,MI,2014,350
Harrison,TX,2014,215
Wood,WV,2014,275
Rapides Parish,LA,2014,355
Story,IA,2014,400
Harnett,NC,2014,300
Armstrong,PA,2014,270
Grant,IN,2014,325
Otsego,NY,2014,290
Pontotoc,MS,2014,310
Walker,GA,2014,290
Robertson,TN,2014,375
Crawford,KS,2014,240
Bowie,TX,2014,310
Lenoir,NC,2014,235
Clallam,WA,2014,435
Madison,KY,2014,325
Muskogee,OK,2014,280
Coffee,TN,2014,395
Cass,MI,2014,305
Hernando,FL,2014,410
San Benito,CA,2014,285
Douglas,IL,2014,475
Monroe,FL,2014,270
Habersham,GA,2014,255
Orange,NC,2014,330
Ionia,MI,2014,340
Maury,TN,2014,345
Chatham,NC,2014,280
Umatilla,OR,2014,295
Bossier Parish,LA,2014,285
Cass,MO,2014,305
Monroe,TN,2014,270
Tangipahoa Parish,LA,2014,410
Charlotte,FL,2014,350
Mcleod,MN,2014,375
Whitley,IN,2014,345
Newton,GA,2014,390
Beaufort,NC,2014,290
Platte,NE,2014,420
Warren,PA,2014,280
Rockwall,TX,2014,360
Lowndes,MS,2014,310
Green,WI,2014,395
Jefferson,AR,2014,295
Clay,FL,2014,360
Herkimer,NY,2014,290
Johnson,IA,2014,405
Klamath,OR,2014,250
Adams,NE,2014,300
Bradford,PA,2014,320
Sioux,IA,2014,430
Cascade,MT,2014,330
Carteret,NC,2014,280
Rockingham,VA,2014,325
Roanoke,VA,2014,330
Cherokee,SC,2014,265
Howard,IN,2014,320
Boone,IN,2014,345
Emmet,MI,2014,310
Muscatine,IA,2014,320
Bannock,ID,2014,205
Forrest,MS,2014,270
Sutter,CA,2014,290
Randall,TX,2014,425
Bonner,ID,2014,375
Osceola,FL,2014,455
Walla Walla,WA,2014,610
Kings,CA,2014,290
Jones,MS,2014,305
Hardin,KY,2014,330
Ogle,IL,2014,320
Pottawatomie,OK,2014,260
Victoria,TX,2014,360
La Plata,CO,2014,275
Cortland,NY,2014,315
Mckean,PA,2014,270
Santa Rosa,FL,2014,275
Jessamine,KY,2014,325
Franklin,VT,2014,270
Huron,MI,2014,305
Isanti,MN,2014,330
Kent,DE,2014,330
Mcpherson,KS,2014,305
Grant,WI,2014,350
Henry,GA,2014,325
Codington,SD,2014,380
Knox,OH,2014,290
Morgan,IN,2014,305
Nacogdoches,TX,2014,315
St. Mary Parish,LA,2014,400
Dodge,NE,2014,265
Mayes,OK,2014,305
Shawano,WI,2014,290
Kandiyohi,MN,2014,320
Laurens,SC,2014,325
Sarpy,NE,2014,375
Boone,AR,2014,265
Frederick,VA,2014,380
Door,WI,2014,275
Pettis,MO,2014,220
Madison,NY,2014,310
Lawrence,IN,2014,300
Washington,VA,2014,330
St. Clair,AL,2014,360
Mcminn,TN,2014,320
Adams,IN,2014,320
Antrim,MI,2014,190
San Juan,NM,2014,405
Marion,WV,2014,220
Allegany,MD,2014,245
Cecil,MD,2014,220
Wagoner,OK,2014,250
Mercer,OH,2014,425
Lee,IA,2014,320
Kershaw,SC,2014,280
Stephenson,IL,2014,290
Payne,OK,2014,340
Delta,MI,2014,355
Snyder,PA,2014,325
Chesterfield,SC,2014,255
Barry,MO,2014,190
Des Moines,IA,2014,250
Portsmouth City,VA,2014,265
Spalding,GA,2014,255
Christian,KY,2014,385
Charlevoix,MI,2014,255
Wise,TX,2014,340
Mcdowell,NC,2014,235
Barry,MI,2014,230
Garfield,OK,2014,295
Scioto,OH,2014,220
Lafourche Parish,LA,2014,295
Wayne,PA,2014,205
Harrisonburg City,VA,2014,335
Limestone,AL,2014,310
Yuma,AZ,2014,350
Monroe,MS,2014,240
Laclede,MO,2014,290
Madison,MS,2014,295
Watauga,NC,2014,210
Imperial,CA,2014,265
Thomas,GA,2014,215
Randolph,IN,2014,220
Jefferson,TN,2014,220
Stephens,OK,2014,295
Pierce,WI,2014,340
Carbon,PA,2014,240
Cooke,TX,2014,300
Walker,AL,2014,220
Warren,TN,2014,275
Jefferson,WA,2014,355
Mccracken,KY,2014,265
Georgetown,SC,2014,240
Montgomery,IN,2014,290
Kay,OK,2014,310
Douglas,WI,2014,230
Union,AR,2014,200
Bedford,TN,2014,235
Jackson,GA,2014,400
Franklin,VA,2014,235
Freeborn,MN,2014,260
Wyoming,NY,2014,215
Lincoln,WI,2014,255
Bedford,PA,2014,265
Addison,VT,2014,300
Harrison,WV,2014,255
Charlottesville City,VA,2014,310
Crawford,AR,2014,295
Boone,IL,2014,375
Oconto,WI,2014,275
Phelps,MO,2014,250
Grant,WA,2014,370
Taney,MO,2014,205
Sandoval,NM,2014,320
Granville,NC,2014,195
Guernsey,OH,2014,255
Burleigh,ND,2014,375
Cerro Gordo,IA,2014,280
Sampson,NC,2014,195
Nelson,KY,2014,295
Cole,MO,2014,300
Clinton,IA,2014,265
Mercer,WV,2014,255
Lawrence,MO,2014,215
Alpena,MI,2014,220
Polk,OR,2014,310
Wexford,MI,2014,245
Brunswick,NC,2014,350
Hancock,IN,2014,235
Menominee,MI,2014,245
Harvey,KS,2014,290
Henry,TN,2014,215
Mille Lacs,MN,2014,335
Citrus,FL,2014,235
Stephens,GA,2014,280
Henry,OH,2014,185
Allegany,NY,2014,200
St. Francois,MO,2014,220
Camden,MO,2014,275
Lamar,TX,2014,275
Montgomery,VA,2014,255
Susquehanna,PA,2014,270
Oneida,WI,2014,215
Danville City,VA,2014,245
Coshocton,OH,2014,220
Caledonia,VT,2014,275
Glynn,GA,2014,260
Logan,OH,2014,225
Monongalia,WV,2014,250
Green Lake,WI,2014,200
Eagle,CO,2014,270
Lincoln,OR,2014,230
Douglas,NV,2014,425
Barrow,GA,2014,325
Houston,GA,2014,245
Cowley,KS,2014,185
Union,OH,2014,315
Mississippi,AR,2014,225
Tazewell,VA,2014,225
Belmont,OH,2014,210
Platte,MO,2014,240
Comanche,OK,2014,220
Hunt,TX,2014,310
Preble,OH,2014,270
Delaware,NY,2014,170
Elmore,AL,2014,285
Trempealeau,WI,2014,280
Mason,WA,2014,235
Itasca,MN,2014,175
Decatur,IN,2014,270
Lavaca,TX,2014,205
Wyandot,OH,2014,180
Hopkins,KY,2014,240
Richmond,NC,2014,185
Effingham,IL,2014,310
Pottawattamie,IA,2014,300
Ottawa,OH,2014,260
Buffalo,NE,2014,260
Fulton,IN,2014,175
Kerr,TX,2014,210
Juniata,PA,2014,300
Box Elder,UT,2014,390
Davie,NC,2014,200
Bastrop,TX,2014,310
Henry,IL,2014,250
Montrose,CO,2014,335
Grady,OK,2014,275
Newton,MO,2014,280
Raleigh,WV,2014,315
Navarro,TX,2014,250
Marion,IL,2014,245
Wells,IN,2014,270
Kenai Peninsula Borough,AK,2014,315
Waldo,ME,2014,250
Sullivan,NY,2014,245
Monroe,WI,2014,305
Fairbanks North Star Borough,AK,2014,360
St. Landry Parish,LA,2014,330
Amador,CA,2014,215
Smyth,VA,2014,185
Ross,OH,2014,160
Franklin,WA,2014,250
Darlington,SC,2014,245
Suffolk City,VA,2014,220
Champaign,OH,2014,220
Livingston,NY,2014,275
Independence,AR,2014,190
Franklin,AL,2014,240
Warrick,IN,2014,235
Barren,KY,2014,230
Pontotoc,OK,2014,155
Calumet,WI,2014,290
Tuscola,MI,2014,250
Lawrence,TN,2014,225
Ottawa,OK,2014,190
Clarion,PA,2014,170
Daviess,IN,2014,380
Orange,VT,2014,250
Warren,MS,2014,170
Webster,IA,2014,200
Dickson,TN,2014,225
Hood River,OR,2014,340
Colquitt,GA,2014,210
Arlington,VA,2014,140
Ohio,WV,2014,225
Butler,MO,2014,205
Charles,MD,2014,205
Dallas,AL,2014,180
Montgomery,KS,2014,250
Benton,MN,2014,285
Lancaster,SC,2014,230
Baxter,AR,2014,240
Berkeley,SC,2014,360
Cumberland,TN,2014,255
Columbia,OR,2014,230
Cass,IN,2014,230
Laramie,WY,2014,350
Chaves,NM,2014,175
Madison,NE,2014,275
Lincoln,TN,2014,170
Butler,KS,2014,225
Gillespie,TX,2014,295
Clinton,PA,2014,215
Loudon,TN,2014,255
Putnam,OH,2014,260
Tift,GA,2014,170
Clinton,MI,2014,180
Winchester City,VA,2014,130
Blount,AL,2014,140
Wharton,TX,2014,245
Clinton,IN,2014,185
Grand Forks,ND,2014,265
Lewis And Clark,MT,2014,315
Williamson,IL,2014,215
Edgecombe,NC,2014,150
Highlands,FL,2014,225
Chester,SC,2014,185
Petersburg City,VA,2014,205
Washington,MS,2014,155
Todd,MN,2014,240
Bingham,ID,2014,190
Halifax,NC,2014,180
Defiance,OH,2014,205
Jefferson,IN,2014,205
Alcorn,MS,2014,190
Dunn,WI,2014,345
Gratiot,MI,2014,240
Miami,IN,2014,170
Campbell,TN,2014,160
Haywood,NC,2014,205
Franklin,NC,2014,240
White,IN,2014,205
Athens,OH,2014,170
Graves,KY,2014,250
Chilton,AL,2014,180
Vance,NC,2014,185
Coles,IL,2014,185
Livingston Parish,LA,2014,295
Lamoille,VT,2014,205
Albemarle,VA,2014,295
Livingston,IL,2014,260
Henry,IN,2014,225
Meeker,MN,2014,250
Marshall,TN,2014,210
Sawyer,WI,2014,210
Dickinson,MI,2014,195
Garrett,MD,2014,225
Park,WY,2014,195
Garfield,CO,2014,235
Calaveras,CA,2014,190
Wayne,WV,2014,180
Morrison,MN,2014,285
Logan,KY,2014,190
Knox,IL,2014,180
Bureau,IL,2014,195
Osceola,MI,2014,220
Marion,MO,2014,200
Dallas,IA,2014,230
Fremont,CO,2014,160
Dorchester,MD,2014,230
Island,WA,2014,285
Crittenden,AR,2014,175
Greene,AR,2014,290
Tehama,CA,2014,200
Iron,UT,2014,345
Weakley,TN,2014,130
Carter,TN,2014,165
Catoosa,GA,2014,155
Pittsylvania,VA,2014,180
Ward,ND,2014,250
Carroll,TN,2014,100
Nez Perce,ID,2014,165
Campbell,VA,2014,195
Palo Pinto,TX,2014,185
James City,VA,2014,230
Webster,MO,2014,235
Orleans,VT,2014,180
Mcnairy,TN,2014,200
Taos,NM,2014,175
Texas,MO,2014,200
Cochise,AZ,2014,215
Clinton,OH,2014,220
Augusta,VA,2014,245
Franklin,ME,2014,135
Tioga,PA,2014,210
Scotland,NC,2014,125
Talbot,MD,2014,195
Ripley,MO,2014,160
Franklin,GA,2014,160
Isabella,MI,2014,285
San Patricio,TX,2014,165
Hawkins,TN,2014,205
Kewaunee,WI,2014,195
Beltrami,MN,2014,200
Juneau,WI,2014,245
Oceana,MI,2014,185
St. Bernard Parish,LA,2014,175
Hardin,TN,2014,150
Barton,KS,2014,245
Person,NC,2014,165
Marshall,IA,2014,185
Dearborn,IN,2014,215
White,TN,2014,155
Paulding,GA,2014,210
Escambia,AL,2014,180
Bremer,IA,2014,165
Plaquemines Parish,LA,2014,170
Wood,TX,2014,200
Coffee,GA,2014,175
Fillmore,MN,2014,220
Clatsop,OR,2014,240
Gibson,IN,2014,200
Franklin,IL,2014,195
Langlade,WI,2014,230
Hancock,WV,2014,160
Ware,GA,2014,155
Carter,OK,2014,235
Clark,KY,2014,180
Scott,TN,2014,175
Henderson,TN,2014,155
Washington,OK,2014,180
Brown,TX,2014,155
Tallapoosa,AL,2014,130
Franklin,TN,2014,195
Houghton,MI,2014,215
Tipton,TN,2014,150
Halifax,VA,2014,170
Stafford,VA,2014,200
Fayette,TX,2014,195
Spotsylvania,VA,2014,245
Roane,TN,2014,135
Coos,NH,2014,190
Columbus,NC,2014,175
Jasper,IA,2014,210
Crawford,MO,2014,210
Navajo,AZ,2014,170
Van Wert,OH,2014,165
Salem,NJ,2014,190
Giles,TN,2014,215
Otsego,MI,2014,160
Newberry,SC,2014,225
Hardin,IA,2014,115
Waller,TX,2014,345
Hot Spring,AR,2014,150
Washington,TX,2014,260
Dyer,TN,2014,195
Prentiss,MS,2014,165
Marion,AL,2014,145
Barbour,AL,2014,125
Lawrence,OH,2014,155
Tioga,NY,2014,195
Cheatham,TN,2014,195
Laurens,GA,2014,190
Macoupin,IL,2014,160
Le Sueur,MN,2014,200
Yadkin,NC,2014,205
Brown,MN,2014,190
Burnet,TX,2014,270
Orleans,NY,2014,185
Coffee,AL,2014,185
Woodford,IL,2014,180
Cherokee,KS,2014,165
Onslow,NC,2014,195
Calvert,MD,2014,190
Oldham,KY,2014,185
Fredericksburg City,VA,2014,145
Lafayette,MO,2014,185
Mason,MI,2014,190
Scott,KY,2014,195
Obion,TN,2014,200
Bulloch,GA,2014,235
Stoddard,MO,2014,135
Lyon,KS,2014,190
Marion,IA,2014,210
Marquette,MI,2014,225
Henderson,TX,2014,310
Martin,MN,2014,200
Fayette,TN,2014,180
Iberville Parish,LA,2014,175
Wythe,VA,2014,200
Fremont,WY,2014,195
Summit,UT,2014,215
Macon,NC,2014,140
Jefferson,IL,2014,135
Flagler,FL,2014,220
Nassau,FL,2014,175
Dare,NC,2014,160
Jennings,IN,2014,190
Jefferson,OH,2014,170
Lake,CA,2014,165
St. Charles Parish,LA,2014,220
Harrison,IN,2014,185
Scotts Bluff,NE,2014,195
Amherst,VA,2014,185
St. Martin Parish,LA,2014,270
Ripley,IN,2014,265
Shenandoah,VA,2014,205
Jefferson,IA,2014,175
Fayette,OH,2014,130
Washington,IN,2014,160
Yuba,CA,2014,180
Adams,OH,2014,110
Laurel,KY,2014,220
Walker,TX,2014,245
Sumner,KS,2014,145
Shelby,KY,2014,305
Franklin,KY,2014,230
Polk,MN,2014,185
Van Zandt,TX,2014,200
Leflore,MS,2014,130
Taylor,WI,2014,210
Lincoln,MO,2014,235
Taylor,KY,2014,130
Knox,IN,2014,180
Davison,SD,2014,200
Pickaway,OH,2014,140
Webster Parish,LA,2014,135
Park,MT,2014,155
Albany,WY,2014,160
Pulaski,VA,2014,155
Vilas,WI,2014,170
Itawamba,MS,2014,225
Hardin,TX,2014,150
Neshoba,MS,2014,100
Duplin,NC,2014,215
Stevens,WA,2014,260
Stokes,NC,2014,135
Pearl River,MS,2014,205
Gladwin,MI,2014,125
Union,SC,2014,125
Liberty,TX,2014,190
Highland,OH,2014,160
Cocke,TN,2014,150
Jasper,IN,2014,175
Rusk,TX,2014,150
Bristol City,VA,2014,110
Labette,KS,2014,190
Worcester,MD,2014,215
Hopkins,TX,2014,190
Johnson,AR,2014,170
Toombs,GA,2014,150
Clay,MN,2014,205
Chambers,AL,2014,85
Clinton,IL,2014,165
Jackson,IA,2014,150
Neosho,KS,2014,170
Lea,NM,2014,195
Union,MS,2014,185
Hardin,OH,2014,145
Acadia Parish,LA,2014,200
Tishomingo,MS,2014,170
Washington,ME,2014,195
Waynesboro City,VA,2014,165
Louisa,VA,2014,150
Putnam,FL,2014,230
Polk,GA,2014,140
Scott,IN,2014,130
Siskiyou,CA,2014,155
Rhea,TN,2014,150
Okmulgee,OK,2014,200
Washington,IA,2014,205
Mitchell,NC,2014,125
Montezuma,CO,2014,160
Gasconade,MO,2014,200
Oconee,GA,2014,170
Lonoke,AR,2014,145
Culpeper,VA,2014,240
Jackson,OH,2014,140
Brown,SD,2014,200
Panola,MS,2014,155
Newaygo,MI,2014,190
Jo Daviess,IL,2014,175
Clayton,IA,2014,155
Wabasha,MN,2014,155
Emanuel,GA,2014,145
Fauquier,VA,2014,290
Essex,NY,2014,150
Warren,MO,2014,155
Manassas City,VA,2014,200
Price,WI,2014,205
Seneca,NY,2014,215
Perry,PA,2014,175
Becker,MN,2014,180
Ogemaw,MI,2014,165
Carroll,IA,2014,210
Mower,MN,2014,175
Queen Anne'S,MD,2014,235
Russell,AL,2014,195
Blaine,ID,2014,230
Delta,CO,2014,255
Paulding,OH,2014,165
Marshall,KY,2014,185
Titus,TX,2014,185
Richland,ND,2014,185
Union,PA,2014,200
Walton,FL,2014,170
Grainger,TN,2014,130
Jackson,IL,2014,215
Polk,AR,2014,160
Mecklenburg,VA,2014,145
Boyd,KY,2014,175
Clark,AR,2014,115
Grundy,IL,2014,245
Tippah,MS,2014,125
West Baton Rouge Parish,LA,2014,185
Lee,IL,2014,175
Jay,IN,2014,155
Claiborne,TN,2014,125
Bullitt,KY,2014,195
Audrain,MO,2014,170
Vermilion Parish,LA,2014,210
Sheridan,WY,2014,135
Perry,MO,2014,190
Austin,TX,2014,165
Pender,NC,2014,170
Columbia,FL,2014,190
Gage,NE,2014,190
Routt,CO,2014,120
Nicollet,MN,2014,225
Callaway,MO,2014,155
Santa Cruz,AZ,2014,165
Huntingdon,PA,2014,150
Anson,NC,2014,95
Ashe,NC,2014,100
Washburn,WI,2014,140
Bryan,OK,2014,185
Boyle,KY,2014,135
Leavenworth,KS,2014,145
Accomack,VA,2014,100
Morgan,IL,2014,150
Lyon,MN,2014,175
Adams,MS,2014,90
Whitley,KY,2014,165
Kittitas,WA,2014,175
Montgomery,KY,2014,160
Mecosta,MI,2014,175
Abbeville,SC,2014,135
Sagadahoc,ME,2014,180
Covington,AL,2014,145
Carroll,AR,2014,160
Columbia,AR,2014,150
Greenbrier,WV,2014,175
Pike,AL,2014,120
Cook,GA,2014,150
Pike,MS,2014,140
Delaware,OK,2014,125
Haralson,GA,2014,130
Cleburne,AR,2014,160
Fayette,IA,2014,115
Randolph,AR,2014,120
Finney,KS,2014,130
Carroll,IN,2014,100
Gadsden,FL,2014,120
Carlton,MN,2014,135
Buchanan,IA,2014,195
Kauai,HI,2014,220
Montgomery,IL,2014,110
Morton,ND,2014,195
Sumter,GA,2014,120
Fayette,WV,2014,165
Perry,OH,2014,105
Lincoln Parish,LA,2014,180
Erath,TX,2014,220
Ben Hill,GA,2014,155
Curry,OR,2014,100
Lamar,MS,2014,160
San Juan,WA,2014,180
Fayette,IN,2014,140
Macon,TN,2014,140
Stark,ND,2014,150
Wayne,KY,2014,120
Iosco,MI,2014,180
Berkeley,WV,2014,225
Walton,GA,2014,170
Sweetwater,WY,2014,180
Delaware,IA,2014,175
Jackson,NC,2014,90
Patrick,VA,2014,165
Grayson,KY,2014,140
Richland,IL,2014,145
Union,OR,2014,130
St. John The Baptist Parish,LA,2014,110
Silver Bow,MT,2014,180
Hubbard,MN,2014,155
Hamilton,IA,2014,95
Johnson,MO,2014,170
Polk,MO,2014,105
Miami,KS,2014,110
Poweshiek,IA,2014,135
Pickens,GA,2014,170
Hocking,OH,2014,120
Gilmer,GA,2014,125
Scott,MS,2014,110
Mckinley,NM,2014,115
Matanuska-Susitna Borough,AK,2014,240
Henry,IA,2014,175
Greene,NY,2014,145
Lawrence,SD,2014,205
Hempstead,AR,2014,125
Decatur,TN,2014,90
Kendall,TX,2014,200
Lawrence,AR,2014,125
Fannin,TX,2014,140
Shelby,TX,2014,90
Lincoln,MT,2014,150
Ashland,WI,2014,130
Randolph,MO,2014,145
Carroll,OH,2014,125
Franklin,NY,2014,135
Beadle,SD,2014,165
Washington Parish,LA,2014,135
Logan,WV,2014,155
Wyoming,PA,2014,155
Ashley,AR,2014,135
Copiah,MS,2014,105
Hill,TX,2014,195
Cheboygan,MI,2014,125
Mcdonald,MO,2014,125
Renville,MN,2014,115
Union,SD,2014,115
Vernon,WI,2014,180
Burnett,WI,2014,110
Randolph,IL,2014,160
Marshall,MS,2014,145
Campbell,WY,2014,195
Dale,AL,2014,100
Allamakee,IA,2014,130
Dickinson,IA,2014,200
Marion,MS,2014,120
Madison,OH,2014,175
Marion,SC,2014,60
Valencia,NM,2014,120
Colleton,SC,2014,125
Muhlenberg,KY,2014,140
Lincoln,SD,2014,305
Greene,IN,2014,110
Arenac,MI,2014,125
Wayne,MO,2014,140
Arkansas,AR,2014,140
Ste. Genevieve,MO,2014,175
Boone,IA,2014,135
Bell,KY,2014,85
Morgan,MO,2014,110
Rio Arriba,NM,2014,90
Wilson,KS,2014,85
Wayne,TN,2014,120
Bladen,NC,2014,145
Hancock,IA,2014,125
Randolph,WV,2014,115
Logan,AR,2014,75
Riley,KS,2014,220
Caroline,MD,2014,140
Nicholas,WV,2014,115
Cass,MN,2014,155
Eastland,TX,2014,90
Faribault,MN,2014,115
Drew,AR,2014,95
Okanogan,WA,2014,190
Pike,OH,2014,105
Overton,TN,2014,100
Calloway,KY,2014,150
Hood,TX,2014,190
Brookings,SD,2014,185
Pasquotank,NC,2014,125
York,VA,2014,90
Mcdonough,IL,2014,85
Simpson,KY,2014,145
Henry,MO,2014,105
Pacific,WA,2014,145
Eddy,NM,2014,180
Aitkin,MN,2014,125
Houston,TX,2014,90
Teton,WY,2014,165
Williams,ND,2014,165
Le Flore,OK,2014,140
Lyon,NV,2014,195
Iowa,WI,2014,170
Buena Vista,IA,2014,155
Clare,MI,2014,120
Waseca,MN,2014,140
Clarke,AL,2014,130
Lincoln,MS,2014,170
Chickasaw,IA,2014,240
Yankton,SD,2014,150
White,GA,2014,145
Cassia,ID,2014,155
Staunton City,VA,2014,155
Waushara,WI,2014,105
Ouachita,AR,2014,145
Rockbridge,VA,2014,140
Upshur,WV,2014,95
Pike,PA,2014,110
Coryell,TX,2014,80
Rush,IN,2014,140
Fayette,AL,2014,105
Hardeman,TN,2014,115
Franklin,KS,2014,110
Stutsman,ND,2014,115
Allen,KS,2014,130
Posey,IN,2014,145
Montgomery,MO,2014,90
Lawrence,AL,2014,125
Morrow,OH,2014,125
Peach,GA,2014,145
Radford City,VA,2014,120
Orange,IN,2014,110
Clay,MS,2014,95
Ohio,KY,2014,105
Chaffee,CO,2014,115
Humphreys,TN,2014,110
Putnam,WV,2014,185
Transylvania,NC,2014,140
Cedar,IA,2014,145
Crisp,GA,2014,100
Anderson,TX,2014,125
Richland,WI,2014,155
Bourbon,KS,2014,120
Hickman,TN,2014,120
St. Mary'S,MD,2014,125
Pike,KY,2014,110
Summit,CO,2014,145
Potter,PA,2014,100
Custer,OK,2014,175
Blackford,IN,2014,110
Tillamook,OR,2014,170
Autauga,AL,2014,100
Dakota,NE,2014,185
Hale,TX,2014,105
Marion,KY,2014,145
Deaf Smith,TX,2014,130
Benton,IA,2014,110
Baraga,MI,2014,105
Benzie,MI,2014,85
Seminole,OK,2014,95
Kent,MD,2014,180
Alcona,MI,2014,100
Manistee,MI,2014,120
Carroll,VA,2014,80
Mcduffie,GA,2014,155
Garvin,OK,2014,155
Dent,MO,2014,110
Dawson,NE,2014,145
Sumter,FL,2014,190
Rusk,WI,2014,115
Mccurtain,OK,2014,150
Matagorda,TX,2014,155
Jefferson,WV,2014,105
Lake,MT,2014,160
Wasco,OR,2014,125
Clay,IA,2014,130
Hart,GA,2014,105
Idaho,ID,2014,165
Bolivar,MS,2014,95
Perry,IN,2014,145
Newton,IN,2014,110
Moore,TX,2014,65
Warren,VA,2014,135
Wapello,IA,2014,150
Oktibbeha,MS,2014,115
Hertford,NC,2014,95
Redwood,MN,2014,180
Humboldt,IA,2014,110
Pine,MN,2014,135
Rabun,GA,2014,90
Owen,IN,2014,150
Carroll,IL,2014,120
Dawson,GA,2014,110
Clay,IN,2014,140
Hancock,MS,2014,140
Vernon,MO,2014,115
Hancock,IL,2014,95
Iowa,IA,2014,145
Chippewa,MI,2014,155
Saline,MO,2014,125
Polk,NC,2014,95
Ford,KS,2014,120
Howard,TX,2014,125
Polk,TX,2014,105
Malheur,OR,2014,165
Lafayette,MS,2014,80
Fleming,KY,2014,105
Yates,NY,2014,205
Cass,IA,2014,105
Wright,IA,2014,110
Saunders,NE,2014,135
Fannin,GA,2014,120
Union,TN,2014,65
Preston,WV,2014,110
Upshur,TX,2014,110
Page,IA,2014,105
Colorado,TX,2014,180
Coahoma,MS,2014,85
Glenn,CA,2014,120
Williamsburg,SC,2014,110
Russell,KY,2014,115
Benton,MO,2014,100
Grenada,MS,2014,140
Morgan,CO,2014,175
Lewis,NY,2014,110
Christian,IL,2014,95
Woodward,OK,2014,105
Sanders,MT,2014,80
Smith,TN,2014,85
Dillon,SC,2014,80
Gila,AZ,2014,95
Dodge,MN,2014,115
Miller,AR,2014,130
Yazoo,MS,2014,55
Butler,AL,2014,100
Reynolds,MO,2014,105
Cuming,NE,2014,85
Plymouth,IA,2014,145
Brown,IN,2014,95
Schoharie,NY,2014,120
Webster,MS,2014,70
Otero,NM,2014,125
Gogebic,MI,2014,95
Sibley,MN,2014,110
Kossuth,IA,2014,145
Nodaway,MO,2014,100
Butler,IA,2014,155
Bamberg,SC,2014,95
St. James Parish,LA,2014,110
Winston,MS,2014,75
Iroquois,IL,2014,120
Marion,TN,2014,120
Galax City,VA,2014,85
Edgar,IL,2014,100
Dunklin,MO,2014,55
Winneshiek,IA,2014,145
Gunnison,CO,2014,110
Putnam,GA,2014,105
Latah,ID,2014,130
Cherokee,AL,2014,50
Brown,OH,2014,145
Pope,MN,2014,105
St. Francis,AR,2014,35
Ellis,KS,2014,185
Nemaha,KS,2014,130
Young,TX,2014,115
Conway,AR,2014,120
Washington,NE,2014,125
Hutchinson,TX,2014,110
Edgefield,SC,2014,125
Essex,VA,2014,60
O'Brien,IA,2014,145
Adair,KY,2014,110
Jasper,TX,2014,95
Houston,MN,2014,115
Jones,IA,2014,120
Sequoyah,OK,2014,110
Mahaska,IA,2014,120
Marlboro,SC,2014,90
Dekalb,TN,2014,85
Levy,FL,2014,85
Starke,IN,2014,100
Fentress,TN,2014,80
Poinsett,AR,2014,105
Clay,AR,2014,75
Atchison,KS,2014,95
Appomattox,VA,2014,90
Appling,GA,2014,110
Sunflower,MS,2014,75
Piscataquis,ME,2014,125
Plumas,CA,2014,80
Fulton,IL,2014,80
Wright,MO,2014,155
Wayne,GA,2014,105
Hampton,SC,2014,85
Fayette,IL,2014,65
Taylor,FL,2014,85
Okeechobee,FL,2014,115
Marshall,KS,2014,75
Baldwin,GA,2014,85
Linn,MO,2014,75
Tooele,UT,2014,150
Sac,IA,2014,110
Colusa,CA,2014,105
Montague,TX,2014,95
Tipton,IN,2014,75
Putnam,IN,2014,150
Klickitat,WA,2014,170
Jackson,FL,2014,95
Grimes,TX,2014,190
Randolph,AL,2014,115
Monroe,AL,2014,100
Johnson,TN,2014,75
Marshall,WV,2014,85
Jackson,WI,2014,130
Dickinson,KS,2014,80
Geneva,AL,2014,105
Calhoun,MS,2014,80
Gloucester,VA,2014,80
Wilkes,GA,2014,60
Livingston,MO,2014,90
Logan,IL,2014,55
Crawford,WI,2014,100
Carter,MO,2014,110
Pike,MO,2014,90
Nobles,MN,2014,130
Curry,NM,2014,115
Nye,NV,2014,70
Schuyler,NY,2014,165
Pickens,AL,2014,85
Woodford,KY,2014,125
Hopewell City,VA,2014,95
Howard,AR,2014,95
Asotin,WA,2014,115
Uinta,WY,2014,75
Fergus,MT,2014,130
Fountain,IN,2014,115
Lamar,AL,2014,95
Stone,AR,2014,85
Perry,IL,2014,85
Cherokee,NC,2014,95
York,NE,2014,125
Marion,KS,2014,110
Marion,AR,2014,75
Lake,SD,2014,110
Warren,IA,2014,125
Osage,OK,2014,135
Whitman,WA,2014,100
Mcclain,OK,2014,140
Saline,IL,2014,115
Maverick,TX,2014,70
