county,state,year,fat_amount
Carson City,NV,2003,376
Hunterdon,NJ,2003,330
Sumner,TN,2003,364
Rutherford,TN,2003,406
Rowan,NC,2003,356
Frederick,MD,2003,406
Kosciusko,IN,2003,372
Anderson,SC,2003,374
Hinds,MS,2003,354
Lawrence,PA,2003,360
Cass,ND,2003,362
Humboldt,CA,2003,300
Manitowoc,WI,2003,374
Rock Island,IL,2003,338
Canyon,ID,2003,390
Laporte,IN,2003,360
St. Clair,IL,2003,382
Wright,MN,2003,378
Anchorage Municipality,AK,2003,364
Yolo,CA,2003,350
Norfolk City,VA,2003,358
Santa Fe,NM,2003,300
Hampshire,MA,2003,362
Ashtabula,OH,2003,366
Yavapai,AZ,2003,406
Peoria,IL,2003,342
Richmond City,VA,2003,344
El Dorado,CA,2003,352
Franklin,PA,2003,388
District Of Columbia,DC,2003,308
Skagit,WA,2003,370
Horry,SC,2003,324
Cheshire,NH,2003,318
Linn,OR,2003,320
Holmes,OH,2003,406
Sullivan,TN,2003,324
Delaware,IN,2003,318
Benton,AR,2003,316
Ontario,NY,2003,324
St. Joseph,MI,2003,302
Shasta,CA,2003,336
Dodge,WI,2003,342
Minnehaha,SD,2003,340
Androscoggin,ME,2003,336
Nevada,CA,2003,316
Galveston,TX,2003,320
Gallatin,MT,2003,320
Yamhill,OR,2003,352
Cleveland,NC,2003,316
Richmond,NY,2003,300
Penobscot,ME,2003,332
Tuscaloosa,AL,2003,320
Lee,MS,2003,302
Bibb,GA,2003,296
Ellis,TX,2003,344
Strafford,NH,2003,326
Mesa,CO,2003,340
Jefferson,WI,2003,320
Washington,VT,2003,288
Johnson,TX,2003,318
Cabarrus,NC,2003,350
Atlantic,NJ,2003,310
Mendocino,CA,2003,290
Thurston,WA,2003,322
Cache,UT,2003,364
Lenawee,MI,2003,322
Yellowstone,MT,2003,354
Blair,PA,2003,302
Noble,IN,2003,286
Tolland,CT,2003,294
La Crosse,WI,2003,324
Clark,IN,2003,334
Martin,FL,2003,304
Allegan,MI,2003,296
Mohave,AZ,2003,304
Centre,PA,2003,308
Kitsap,WA,2003,314
Black Hawk,IA,2003,306
Burke,NC,2003,302
Lasalle,IL,2003,306
Fond Du Lac,WI,2003,288
Caldwell,NC,2003,296
Washington,RI,2003,320
Cambria,PA,2003,292
Ouachita Parish,LA,2003,286
Boone,KY,2003,340
Warren,NJ,2003,296
Grayson,TX,2003,260
Greene,OH,2003,256
Shelby,AL,2003,334
Washington,TN,2003,306
Carver,MN,2003,300
Jefferson,MO,2003,324
Allen,OH,2003,312
Lake,FL,2003,320
Kenton,KY,2003,294
Washington,MD,2003,296
Harford,MD,2003,326
Alachua,FL,2003,296
Loudoun,VA,2003,320
Cherokee,GA,2003,364
Scott,MN,2003,318
Baldwin,AL,2003,276
Licking,OH,2003,312
Porter,IN,2003,284
Kanawha,WV,2003,280
Dekalb,IL,2003,254
Douglas,OR,2003,280
Champaign,IL,2003,274
Calhoun,AL,2003,290
Muscogee,GA,2003,282
Wayne,NY,2003,282
Marshall,AL,2003,266
Sussex,DE,2003,352
Windsor,VT,2003,286
Grafton,NH,2003,266
Elk,PA,2003,282
Bartholomew,IN,2003,254
Chesapeake City,VA,2003,304
Etowah,AL,2003,284
Bay,MI,2003,264
Cleveland,OK,2003,286
Wichita,TX,2003,272
Marshall,IN,2003,240
Johnson,IN,2003,280
Shelby,OH,2003,298
Surry,NC,2003,258
Kennebec,ME,2003,222
Williamson,TN,2003,260
Saratoga,NY,2003,264
Sandusky,OH,2003,260
Florence,SC,2003,244
Putnam,TN,2003,240
Henderson,NC,2003,262
St. Lucie,FL,2003,276
Fairfield,OH,2003,228
Dubuque,IA,2003,300
Sussex,NJ,2003,252
Vigo,IN,2003,264
Carroll,GA,2003,254
Lynchburg City,VA,2003,252
Harrison,MS,2003,248
Carroll,MD,2003,292
Roanoke City,VA,2003,248
St. Croix,WI,2003,276
Tazewell,IL,2003,268
Taylor,TX,2003,242
Missoula,MT,2003,232
Shawnee,KS,2003,242
Pickens,SC,2003,274
Terrebonne Parish,LA,2003,234
Bradley,TN,2003,256
Madison,IN,2003,248
Douglas,CO,2003,216
Wayne,IN,2003,256
Pennington,SD,2003,232
Lapeer,MI,2003,262
Madison,TN,2003,250
Bay,FL,2003,262
Flathead,MT,2003,320
Rankin,MS,2003,254
Fayette,PA,2003,244
Williams,OH,2003,280
Calcasieu Parish,LA,2003,274
Josephine,OR,2003,252
Sangamon,IL,2003,258
Stanly,NC,2003,228
Hanover,VA,2003,276
Schenectady,NY,2003,246
Lewis,WA,2003,248
Desoto,MS,2003,232
Rockingham,NC,2003,250
Rogers,OK,2003,242
Hamblen,TN,2003,248
Erie,OH,2003,248
Monroe,MI,2003,284
Blount,TN,2003,228
Sherburne,MN,2003,278
Cullman,AL,2003,218
Wood,WI,2003,284
Cowlitz,WA,2003,264
Houston,AL,2003,242
Macon,IL,2003,234
Potter,TX,2003,242
Merced,CA,2003,256
Monroe,IN,2003,222
Bell,TX,2003,270
Leon,FL,2003,210
Richmond,GA,2003,250
Clayton,GA,2003,262
Franklin,MA,2003,216
Bonneville,ID,2003,234
Kankakee,IL,2003,224
Okaloosa,FL,2003,232
Dekalb,IN,2003,232
Craighead,AR,2003,252
Winona,MN,2003,224
Eau Claire,WI,2003,226
Tippecanoe,IN,2003,240
Somerset,PA,2003,252
Floyd,IN,2003,238
Muskingum,OH,2003,220
Chippewa,WI,2003,230
Waupaca,WI,2003,248
Belknap,NH,2003,222
Cumberland,NC,2003,224
Bartow,GA,2003,240
Van Buren,MI,2003,218
Monroe,PA,2003,248
St. Tammany Parish,LA,2003,250
Dona Ana,NM,2003,246
Mclean,IL,2003,222
Windham,VT,2003,218
Hawaii,HI,2003,256
Hays,TX,2003,270
Northumberland,PA,2003,216
Lauderdale,AL,2003,200
Garland,AR,2003,248
Anderson,TN,2003,228
Elbert,GA,2003,234
Benton,WA,2003,228
Rutland,VT,2003,238
Sauk,WI,2003,216
Creek,OK,2003,240
Dubois,IN,2003,224
Kaufman,TX,2003,222
Lincoln,NC,2003,218
Newport News City,VA,2003,256
Floyd,GA,2003,214
Pitt,NC,2003,198
Rensselaer,NY,2003,222
Fulton,OH,2003,222
Woodbury,IA,2003,208
Pueblo,CO,2003,240
Seneca,OH,2003,220
Delaware,OH,2003,268
Comal,TX,2003,210
Eaton,MI,2003,206
Sullivan,NH,2003,210
Christian,MO,2003,198
Dorchester,SC,2003,240
Lee,AL,2003,212
Newport,RI,2003,196
Clearfield,PA,2003,228
Fulton,NY,2003,198
Coconino,AZ,2003,178
Hillsdale,MI,2003,190
Daviess,KY,2003,212
Adams,PA,2003,200
Steuben,IN,2003,194
Maui,HI,2003,188
Wilson,TN,2003,212
Greene,TN,2003,226
Columbia,PA,2003,200
Washington,NY,2003,200
Washington,OH,2003,206
Benton,OR,2003,206
Polk,WI,2003,218
Johnston,NC,2003,218
Whiteside,IL,2003,198
Colbert,AL,2003,210
Henry,VA,2003,186
Venango,PA,2003,192
Webb,TX,2003,192
Midland,TX,2003,208
Cattaraugus,NY,2003,194
Genesee,NY,2003,198
Nash,NC,2003,214
Vermilion,IL,2003,200
Indian River,FL,2003,194
Cabell,WV,2003,190
Ashland,OH,2003,190
Crow Wing,MN,2003,224
Iberia Parish,LA,2003,186
Wicomico,MD,2003,192
Grays Harbor,WA,2003,182
Tom Green,TX,2003,200
Marinette,WI,2003,198
Lagrange,IN,2003,226
Boone,MO,2003,194
Gordon,GA,2003,222
Rutherford,NC,2003,182
Hancock,ME,2003,204
Columbia,WI,2003,190
Washington,UT,2003,252
Branch,MI,2003,186
Bristol,RI,2003,218
Robeson,NC,2003,182
Broomfield,CO,2003,154
Chemung,NY,2003,176
Aroostook,ME,2003,190
Hancock,OH,2003,178
Reno,KS,2003,184
Alexandria City,VA,2003,172
Talladega,AL,2003,182
Barron,WI,2003,204
Lowndes,GA,2003,194
Clark,WI,2003,170
Tompkins,NY,2003,176
Brazos,TX,2003,216
Jefferson,PA,2003,186
Aiken,SC,2003,194
Madera,CA,2003,210
Wilkes,NC,2003,188
Prince William,VA,2003,216
Troup,GA,2003,184
Wilson,NC,2003,188
Murray,GA,2003,166
Cape Girardeau,MO,2003,202
Chisago,MN,2003,206
Crawford,OH,2003,180
Lee,NC,2003,172
Fayette,GA,2003,208
Campbell,KY,2003,152
Moore,NC,2003,158
Blue Earth,MN,2003,174
Indiana,PA,2003,198
Oswego,NY,2003,178
Rice,MN,2003,178
Huron,OH,2003,198
Sevier,TN,2003,156
Beaufort,SC,2003,170
Natrona,WY,2003,186
Jackson,IN,2003,172
Clinton,NY,2003,180
Orangeburg,SC,2003,176
Cayuga,NY,2003,190
White,AR,2003,154
Clarke,GA,2003,190
Auglaize,OH,2003,188
Gibson,TN,2003,158
Faulkner,AR,2003,168
Warren,KY,2003,212
Parker,TX,2003,206
Warren,NY,2003,188
Buchanan,MO,2003,178
Bennington,VT,2003,164
Douglas,KS,2003,172
Jackson,MS,2003,152
Salem City,VA,2003,160
Douglas,GA,2003,198
Otter Tail,MN,2003,154
Coos,OR,2003,146
Oxford,ME,2003,170
Greenwood,SC,2003,138
Scott,MO,2003,150
Pinal,AZ,2003,198
Guadalupe,TX,2003,194
Twin Falls,ID,2003,192
Ascension Parish,LA,2003,172
Adams,IL,2003,188
Knox,ME,2003,186
Carroll,NH,2003,166
Coweta,GA,2003,176
Sumter,SC,2003,152
Winston,AL,2003,148
Ravalli,MT,2003,182
Montcalm,MI,2003,152
Pulaski,KY,2003,178
Douglas,MN,2003,170
Columbia,GA,2003,152
St. Lawrence,NY,2003,152
Shiawassee,MI,2003,158
Darke,OH,2003,168
Oconee,SC,2003,178
Hall,NE,2003,170
Henderson,KY,2003,164
Chickasaw,MS,2003,148
Montgomery,NY,2003,138
Olmsted,MN,2003,186
Rockdale,GA,2003,158
Orange,TX,2003,174
Canadian,OK,2003,154
Alexander,NC,2003,172
Wayne,NC,2003,184
Jefferson,NY,2003,158
Saline,KS,2003,162
Marion,OH,2003,174
Chelan,WA,2003,158
Mifflin,PA,2003,178
Shelby,IN,2003,184
Angelina,TX,2003,156
Craven,NC,2003,156
Lauderdale,MS,2003,142
Portage,WI,2003,156
Howell,MO,2003,166
Bedford,VA,2003,164
Forsyth,GA,2003,196
Putnam,NY,2003,176
Goodhue,MN,2003,170
Chenango,NY,2003,164
Dougherty,GA,2003,158
Lincoln,ME,2003,168
Saline,AR,2003,164
St. Johns,FL,2003,174
Wabash,IN,2003,142
Steuben,NY,2003,164
Hendricks,IN,2003,168
Montgomery,NC,2003,138
Pope,AR,2003,142
Midland,MI,2003,134
Kendall,IL,2003,188
Jackson,AL,2003,158
Cape May,NJ,2003,174
Steele,MN,2003,140
Huntington,IN,2003,142
Somerset,ME,2003,152
Cherokee,TX,2003,158
Columbia,NY,2003,146
Tuolumne,CA,2003,142
Montgomery,TN,2003,148
Hampton City,VA,2003,164
Sanilac,MI,2003,150
Harrison,TX,2003,126
Wood,WV,2003,154
Rapides Parish,LA,2003,150
Story,IA,2003,140
Harnett,NC,2003,144
Armstrong,PA,2003,142
Grant,IN,2003,152
Otsego,NY,2003,136
Pontotoc,MS,2003,160
Walker,GA,2003,140
Robertson,TN,2003,152
Crawford,KS,2003,138
Bowie,TX,2003,132
Lenoir,NC,2003,124
Clallam,WA,2003,156
Madison,KY,2003,134
Muskogee,OK,2003,146
Coffee,TN,2003,152
Cass,MI,2003,148
Hernando,FL,2003,148
San Benito,CA,2003,152
Douglas,IL,2003,190
Monroe,FL,2003,142
Habersham,GA,2003,132
Orange,NC,2003,142
Ionia,MI,2003,154
Maury,TN,2003,146
Chatham,NC,2003,138
Umatilla,OR,2003,152
Bossier Parish,LA,2003,158
Cass,MO,2003,178
Monroe,TN,2003,148
Tangipahoa Parish,LA,2003,164
Charlotte,FL,2003,160
Mcleod,MN,2003,148
Whitley,IN,2003,146
Newton,GA,2003,156
Beaufort,NC,2003,118
Platte,NE,2003,156
Warren,PA,2003,158
Rockwall,TX,2003,130
Lowndes,MS,2003,134
Green,WI,2003,150
Jefferson,AR,2003,148
Clay,FL,2003,148
Herkimer,NY,2003,128
Johnson,IA,2003,144
Klamath,OR,2003,138
Adams,NE,2003,114
Bradford,PA,2003,152
Sioux,IA,2003,172
Cascade,MT,2003,150
Carteret,NC,2003,150
Rockingham,VA,2003,154
Roanoke,VA,2003,132
Cherokee,SC,2003,124
Howard,IN,2003,156
Boone,IN,2003,168
Emmet,MI,2003,124
Muscatine,IA,2003,146
Bannock,ID,2003,130
Forrest,MS,2003,130
Sutter,CA,2003,136
Randall,TX,2003,148
Bonner,ID,2003,162
Osceola,FL,2003,156
Walla Walla,WA,2003,180
Kings,CA,2003,156
Jones,MS,2003,156
Hardin,KY,2003,160
Ogle,IL,2003,132
Pottawatomie,OK,2003,126
Victoria,TX,2003,144
La Plata,CO,2003,132
Cortland,NY,2003,140
Mckean,PA,2003,138
Santa Rosa,FL,2003,116
Jessamine,KY,2003,136
Franklin,VT,2003,118
Huron,MI,2003,138
Isanti,MN,2003,134
Kent,DE,2003,162
Mcpherson,KS,2003,128
Grant,WI,2003,156
Henry,GA,2003,160
Codington,SD,2003,128
Knox,OH,2003,146
Morgan,IN,2003,144
Nacogdoches,TX,2003,124
St. Mary Parish,LA,2003,178
Dodge,NE,2003,128
Mayes,OK,2003,136
Shawano,WI,2003,148
Kandiyohi,MN,2003,124
Laurens,SC,2003,140
Sarpy,NE,2003,160
Boone,AR,2003,120
Frederick,VA,2003,132
Door,WI,2003,120
Pettis,MO,2003,116
Madison,NY,2003,150
Lawrence,IN,2003,142
Washington,VA,2003,126
St. Clair,AL,2003,126
Mcminn,TN,2003,128
Adams,IN,2003,138
Antrim,MI,2003,100
San Juan,NM,2003,150
Marion,WV,2003,100
Allegany,MD,2003,122
Cecil,MD,2003,120
Wagoner,OK,2003,150
Mercer,OH,2003,136
Lee,IA,2003,130
Kershaw,SC,2003,132
Stephenson,IL,2003,124
Payne,OK,2003,132
Delta,MI,2003,136
Snyder,PA,2003,136
Chesterfield,SC,2003,130
Barry,MO,2003,108
Des Moines,IA,2003,128
Portsmouth City,VA,2003,132
Spalding,GA,2003,120
Christian,KY,2003,146
Charlevoix,MI,2003,112
Wise,TX,2003,138
Mcdowell,NC,2003,130
Barry,MI,2003,126
Garfield,OK,2003,122
Scioto,OH,2003,130
Lafourche Parish,LA,2003,100
Wayne,PA,2003,126
Harrisonburg City,VA,2003,132
Limestone,AL,2003,130
Yuma,AZ,2003,162
Monroe,MS,2003,122
Laclede,MO,2003,132
Madison,MS,2003,152
Watauga,NC,2003,118
Imperial,CA,2003,114
Thomas,GA,2003,102
Randolph,IN,2003,118
Jefferson,TN,2003,124
Stephens,OK,2003,110
Pierce,WI,2003,120
Carbon,PA,2003,116
Cooke,TX,2003,126
Walker,AL,2003,120
Warren,TN,2003,124
Jefferson,WA,2003,142
Mccracken,KY,2003,116
Georgetown,SC,2003,108
Montgomery,IN,2003,124
Kay,OK,2003,150
Douglas,WI,2003,118
Union,AR,2003,124
Bedford,TN,2003,116
Jackson,GA,2003,138
Franklin,VA,2003,112
Freeborn,MN,2003,124
Wyoming,NY,2003,104
Lincoln,WI,2003,108
Bedford,PA,2003,136
Addison,VT,2003,120
Harrison,WV,2003,126
Charlottesville City,VA,2003,130
Crawford,AR,2003,108
Boone,IL,2003,122
Oconto,WI,2003,128
Phelps,MO,2003,100
Grant,WA,2003,118
Taney,MO,2003,112
Sandoval,NM,2003,132
Granville,NC,2003,100
Guernsey,OH,2003,118
Burleigh,ND,2003,136
Cerro Gordo,IA,2003,108
Sampson,NC,2003,106
Nelson,KY,2003,110
Cole,MO,2003,130
Clinton,IA,2003,116
Mercer,WV,2003,114
Lawrence,MO,2003,98
Alpena,MI,2003,104
Polk,OR,2003,110
Wexford,MI,2003,124
Brunswick,NC,2003,126
Hancock,IN,2003,108
Menominee,MI,2003,108
Harvey,KS,2003,118
Henry,TN,2003,108
Mille Lacs,MN,2003,138
Citrus,FL,2003,122
Stephens,GA,2003,110
Henry,OH,2003,92
Allegany,NY,2003,114
St. Francois,MO,2003,108
Camden,MO,2003,130
Lamar,TX,2003,112
Montgomery,VA,2003,120
Susquehanna,PA,2003,120
Oneida,WI,2003,104
Danville City,VA,2003,116
Coshocton,OH,2003,106
Caledonia,VT,2003,108
Glynn,GA,2003,136
Logan,OH,2003,100
Monongalia,WV,2003,108
Green Lake,WI,2003,96
Eagle,CO,2003,112
Lincoln,OR,2003,106
Douglas,NV,2003,136
Barrow,GA,2003,104
Houston,GA,2003,126
Cowley,KS,2003,102
Union,OH,2003,118
Mississippi,AR,2003,92
Tazewell,VA,2003,124
Belmont,OH,2003,100
Platte,MO,2003,98
Comanche,OK,2003,106
Hunt,TX,2003,130
Preble,OH,2003,112
Delaware,NY,2003,96
Elmore,AL,2003,146
Trempealeau,WI,2003,112
Mason,WA,2003,102
Itasca,MN,2003,110
Decatur,IN,2003,106
Lavaca,TX,2003,100
Wyandot,OH,2003,96
Hopkins,KY,2003,100
Richmond,NC,2003,106
Effingham,IL,2003,136
Pottawattamie,IA,2003,122
Ottawa,OH,2003,112
Buffalo,NE,2003,116
Fulton,IN,2003,98
Kerr,TX,2003,98
Juniata,PA,2003,100
Box Elder,UT,2003,120
Davie,NC,2003,110
Bastrop,TX,2003,122
Henry,IL,2003,96
Montrose,CO,2003,118
Grady,OK,2003,122
Newton,MO,2003,108
Raleigh,WV,2003,124
Navarro,TX,2003,110
Marion,IL,2003,124
Wells,IN,2003,106
Kenai Peninsula Borough,AK,2003,124
Waldo,ME,2003,94
Sullivan,NY,2003,94
Monroe,WI,2003,122
Fairbanks North Star Borough,AK,2003,112
St. Landry Parish,LA,2003,98
Amador,CA,2003,90
Smyth,VA,2003,94
Ross,OH,2003,84
Franklin,WA,2003,102
Darlington,SC,2003,112
Suffolk City,VA,2003,96
Champaign,OH,2003,96
Livingston,NY,2003,108
Independence,AR,2003,108
Franklin,AL,2003,100
Warrick,IN,2003,100
Barren,KY,2003,110
Pontotoc,OK,2003,98
Calumet,WI,2003,110
Tuscola,MI,2003,122
Lawrence,TN,2003,124
Ottawa,OK,2003,98
Clarion,PA,2003,110
Daviess,IN,2003,118
Orange,VT,2003,102
Warren,MS,2003,98
Webster,IA,2003,96
Dickson,TN,2003,108
Hood River,OR,2003,112
Colquitt,GA,2003,86
Arlington,VA,2003,96
Ohio,WV,2003,118
Butler,MO,2003,104
Charles,MD,2003,128
Dallas,AL,2003,102
Montgomery,KS,2003,102
Benton,MN,2003,112
Lancaster,SC,2003,122
Baxter,AR,2003,102
Berkeley,SC,2003,118
Cumberland,TN,2003,110
Columbia,OR,2003,104
Cass,IN,2003,92
Laramie,WY,2003,116
Chaves,NM,2003,102
Madison,NE,2003,126
Lincoln,TN,2003,90
Butler,KS,2003,106
Gillespie,TX,2003,98
Clinton,PA,2003,76
Loudon,TN,2003,106
Putnam,OH,2003,94
Tift,GA,2003,110
Clinton,MI,2003,98
Winchester City,VA,2003,106
Blount,AL,2003,94
Wharton,TX,2003,98
Clinton,IN,2003,92
Grand Forks,ND,2003,110
Lewis And Clark,MT,2003,106
Williamson,IL,2003,96
Edgecombe,NC,2003,88
Highlands,FL,2003,94
Chester,SC,2003,104
Petersburg City,VA,2003,98
Washington,MS,2003,88
Todd,MN,2003,100
Bingham,ID,2003,88
Halifax,NC,2003,82
Defiance,OH,2003,98
Jefferson,IN,2003,102
Alcorn,MS,2003,106
Dunn,WI,2003,106
Gratiot,MI,2003,116
Miami,IN,2003,104
Campbell,TN,2003,92
Haywood,NC,2003,92
Franklin,NC,2003,116
White,IN,2003,94
Athens,OH,2003,80
Graves,KY,2003,104
Chilton,AL,2003,92
Vance,NC,2003,90
Coles,IL,2003,94
Livingston Parish,LA,2003,116
Lamoille,VT,2003,92
Albemarle,VA,2003,102
Livingston,IL,2003,102
Henry,IN,2003,102
Meeker,MN,2003,102
Marshall,TN,2003,88
Sawyer,WI,2003,104
Dickinson,MI,2003,110
Garrett,MD,2003,106
Park,WY,2003,114
Garfield,CO,2003,118
Calaveras,CA,2003,88
Wayne,WV,2003,96
Morrison,MN,2003,114
Logan,KY,2003,92
Knox,IL,2003,80
Bureau,IL,2003,90
Osceola,MI,2003,104
Marion,MO,2003,94
Dallas,IA,2003,108
Fremont,CO,2003,76
Dorchester,MD,2003,106
Island,WA,2003,98
Crittenden,AR,2003,94
Greene,AR,2003,106
Tehama,CA,2003,102
Iron,UT,2003,108
Weakley,TN,2003,78
Carter,TN,2003,72
Catoosa,GA,2003,94
Pittsylvania,VA,2003,88
Ward,ND,2003,86
Carroll,TN,2003,86
Nez Perce,ID,2003,96
Campbell,VA,2003,80
Palo Pinto,TX,2003,80
James City,VA,2003,94
Webster,MO,2003,96
Orleans,VT,2003,80
Mcnairy,TN,2003,86
Taos,NM,2003,82
Texas,MO,2003,84
Cochise,AZ,2003,82
Clinton,OH,2003,92
Augusta,VA,2003,86
Franklin,ME,2003,94
Tioga,PA,2003,96
Scotland,NC,2003,70
Talbot,MD,2003,102
Ripley,MO,2003,78
Franklin,GA,2003,98
Isabella,MI,2003,102
San Patricio,TX,2003,82
Hawkins,TN,2003,100
Kewaunee,WI,2003,82
Beltrami,MN,2003,90
Juneau,WI,2003,96
Oceana,MI,2003,80
St. Bernard Parish,LA,2003,116
Hardin,TN,2003,96
Barton,KS,2003,86
Person,NC,2003,82
Marshall,IA,2003,92
Dearborn,IN,2003,80
White,TN,2003,92
Paulding,GA,2003,92
Escambia,AL,2003,86
Bremer,IA,2003,86
Plaquemines Parish,LA,2003,86
Wood,TX,2003,96
Coffee,GA,2003,78
Fillmore,MN,2003,84
Clatsop,OR,2003,98
Gibson,IN,2003,88
Franklin,IL,2003,76
Langlade,WI,2003,88
Hancock,WV,2003,80
Ware,GA,2003,72
Carter,OK,2003,90
Clark,KY,2003,90
Scott,TN,2003,86
Henderson,TN,2003,84
Washington,OK,2003,96
Brown,TX,2003,82
Tallapoosa,AL,2003,90
Franklin,TN,2003,74
Houghton,MI,2003,88
Tipton,TN,2003,80
Halifax,VA,2003,80
Stafford,VA,2003,78
Fayette,TX,2003,98
Spotsylvania,VA,2003,106
Roane,TN,2003,72
Coos,NH,2003,78
Columbus,NC,2003,84
Jasper,IA,2003,94
Crawford,MO,2003,84
Navajo,AZ,2003,90
Van Wert,OH,2003,74
Salem,NJ,2003,80
Giles,TN,2003,82
Otsego,MI,2003,82
Newberry,SC,2003,80
Hardin,IA,2003,70
Waller,TX,2003,106
Hot Spring,AR,2003,76
Washington,TX,2003,94
Dyer,TN,2003,84
Prentiss,MS,2003,90
Marion,AL,2003,78
Barbour,AL,2003,74
Lawrence,OH,2003,72
Tioga,NY,2003,78
Cheatham,TN,2003,78
Laurens,GA,2003,82
Macoupin,IL,2003,94
Le Sueur,MN,2003,96
Yadkin,NC,2003,80
Brown,MN,2003,80
Burnet,TX,2003,106
Orleans,NY,2003,88
Coffee,AL,2003,86
Woodford,IL,2003,86
Cherokee,KS,2003,70
Onslow,NC,2003,84
Calvert,MD,2003,90
Oldham,KY,2003,70
Fredericksburg City,VA,2003,82
Lafayette,MO,2003,76
Mason,MI,2003,84
Scott,KY,2003,76
Obion,TN,2003,80
Bulloch,GA,2003,98
Stoddard,MO,2003,82
Lyon,KS,2003,76
Marion,IA,2003,86
Marquette,MI,2003,92
Henderson,TX,2003,104
Martin,MN,2003,94
Fayette,TN,2003,80
Iberville Parish,LA,2003,68
Wythe,VA,2003,88
Fremont,WY,2003,76
Summit,UT,2003,68
Macon,NC,2003,78
Jefferson,IL,2003,76
Flagler,FL,2003,98
Nassau,FL,2003,66
Dare,NC,2003,82
Jennings,IN,2003,84
Jefferson,OH,2003,86
Lake,CA,2003,78
St. Charles Parish,LA,2003,76
Harrison,IN,2003,84
Scotts Bluff,NE,2003,90
Amherst,VA,2003,84
St. Martin Parish,LA,2003,90
Ripley,IN,2003,94
Shenandoah,VA,2003,76
Jefferson,IA,2003,84
Fayette,OH,2003,78
Washington,IN,2003,84
Yuba,CA,2003,94
Adams,OH,2003,70
Laurel,KY,2003,98
Walker,TX,2003,68
Sumner,KS,2003,86
Shelby,KY,2003,90
Franklin,KY,2003,98
Polk,MN,2003,76
Van Zandt,TX,2003,82
Leflore,MS,2003,74
Taylor,WI,2003,74
Lincoln,MO,2003,86
Taylor,KY,2003,82
Knox,IN,2003,78
Davison,SD,2003,68
Pickaway,OH,2003,80
Webster Parish,LA,2003,82
Park,MT,2003,62
Albany,WY,2003,56
Pulaski,VA,2003,82
Vilas,WI,2003,78
Itawamba,MS,2003,106
Hardin,TX,2003,52
Neshoba,MS,2003,60
Duplin,NC,2003,76
Stevens,WA,2003,98
Stokes,NC,2003,76
Pearl River,MS,2003,88
Gladwin,MI,2003,74
Union,SC,2003,56
Liberty,TX,2003,66
Highland,OH,2003,90
Cocke,TN,2003,68
Jasper,IN,2003,76
Rusk,TX,2003,68
Bristol City,VA,2003,78
Labette,KS,2003,72
Worcester,MD,2003,84
Hopkins,TX,2003,80
Johnson,AR,2003,70
Toombs,GA,2003,80
Clay,MN,2003,80
Chambers,AL,2003,60
Clinton,IL,2003,76
Jackson,IA,2003,84
Neosho,KS,2003,66
Lea,NM,2003,70
Union,MS,2003,72
Hardin,OH,2003,76
Acadia Parish,LA,2003,100
Tishomingo,MS,2003,56
Washington,ME,2003,88
Waynesboro City,VA,2003,82
Louisa,VA,2003,52
Putnam,FL,2003,80
Polk,GA,2003,76
Scott,IN,2003,64
Siskiyou,CA,2003,82
Rhea,TN,2003,74
Okmulgee,OK,2003,84
Washington,IA,2003,86
Mitchell,NC,2003,68
Montezuma,CO,2003,78
Gasconade,MO,2003,86
Oconee,GA,2003,74
Lonoke,AR,2003,70
Culpeper,VA,2003,78
Jackson,OH,2003,72
Brown,SD,2003,70
Panola,MS,2003,80
Newaygo,MI,2003,78
Jo Daviess,IL,2003,88
Clayton,IA,2003,70
Wabasha,MN,2003,70
Emanuel,GA,2003,64
Fauquier,VA,2003,86
Essex,NY,2003,78
Warren,MO,2003,78
Manassas City,VA,2003,74
Price,WI,2003,100
Seneca,NY,2003,70
Perry,PA,2003,82
Becker,MN,2003,78
Ogemaw,MI,2003,76
Carroll,IA,2003,74
Mower,MN,2003,66
Queen Anne'S,MD,2003,90
Russell,AL,2003,66
Blaine,ID,2003,90
Delta,CO,2003,80
Paulding,OH,2003,80
Marshall,KY,2003,76
Titus,TX,2003,80
Richland,ND,2003,60
Union,PA,2003,68
Walton,FL,2003,70
Grainger,TN,2003,64
Jackson,IL,2003,68
Polk,AR,2003,78
Mecklenburg,VA,2003,72
Boyd,KY,2003,64
Clark,AR,2003,60
Grundy,IL,2003,92
Tippah,MS,2003,70
West Baton Rouge Parish,LA,2003,72
Lee,IL,2003,76
Jay,IN,2003,68
Claiborne,TN,2003,70
Bullitt,KY,2003,74
Audrain,MO,2003,64
Vermilion Parish,LA,2003,86
Sheridan,WY,2003,68
Perry,MO,2003,74
Austin,TX,2003,78
Pender,NC,2003,66
Columbia,FL,2003,70
Gage,NE,2003,78
Routt,CO,2003,70
Nicollet,MN,2003,78
Callaway,MO,2003,68
Santa Cruz,AZ,2003,94
Huntingdon,PA,2003,82
Anson,NC,2003,64
Ashe,NC,2003,70
Washburn,WI,2003,64
Bryan,OK,2003,94
Boyle,KY,2003,62
Leavenworth,KS,2003,66
Accomack,VA,2003,62
Morgan,IL,2003,54
Lyon,MN,2003,70
Adams,MS,2003,48
Whitley,KY,2003,64
Kittitas,WA,2003,56
Montgomery,KY,2003,74
Mecosta,MI,2003,72
Abbeville,SC,2003,70
Sagadahoc,ME,2003,74
Covington,AL,2003,62
Carroll,AR,2003,70
Columbia,AR,2003,66
